iter	RMSE
314	49061.5501
315	48618.90386
316	48516.7534
317	48405.57222
318	47976.07431
319	47529.47308
320	47431.89786
321	47049.9261
322	46901.87419
323	46808.40858
324	46716.31895
325	46582.20292
326	46492.88013
327	46104.75726
328	45694.62616
329	45579.20797
330	45494.08084
331	45100.84749
332	44772.19666
333	44690.01867
334	44609.10321
335	44314.6076
336	44235.85119
337	43943.8329
338	43864.56372
339	43762.42289
340	43688.15338
341	43355.54403
342	43084.85677
343	42955.99059
344	42777.33669
345	42469.57024
346	42401.01665
347	42293.4418
348	42202.90307
349	42137.4621
350	42018.32094
351	41858.39834
352	41587.21132
353	41501.13069
354	41344.60693
355	41284.15541
356	41188.3231
357	41127.10992
358	40881.90498
359	40822.4536
360	40766.54893
361	40544.85944
362	40466.52065
363	40410.46086
364	40125.47683
365	39833.82062
366	39779.96999
367	39655.11658
368	39409.98174
369	39174.90541
370	39081.39614
371	38957.80157
372	38689.08682
373	38432.39828
374	38384.32002
375	38164.33225
376	38051.69547
377	37944.92217
378	37859.32191
379	37791.43993
380	37736.74721
381	37695.12517
382	37592.3085
383	37467.3977
384	37346.52231
385	37157.39037
386	37062.40895
387	37001.56319
388	36741.69223
389	36703.91128
390	36521.11301
391	36299.70589
392	36075.33152
393	36032.74992
394	35945.22416
395	35722.94211
396	35677.9598
397	35638.66834
398	35392.33345
399	35178.96368
400	35141.4585
401	35104.7444
402	34944.63149
403	34908.19527
404	34781.55603
405	34578.30154
406	34544.14021
407	34471.6522
408	34365.09909
409	34170.62722
410	34140.13624
411	33919.80201
412	33750.17072
413	33635.03657
414	33592.39914
415	33445.52184
416	33254.29401
417	33100.60777
418	33047.21318
419	32924.25679
420	32808.62836
421	32715.20133
422	32619.1246
423	32508.66912
424	32482.27991
425	32359.72784
426	32334.18007
427	32309.14186
428	32281.82685
429	32155.66634
430	32054.38568
431	31967.4696
432	31942.19773
433	31839.38392
434	31814.77587
435	31791.78752
436	31769.79197
437	31603.02642
438	31489.28574
439	31465.39777
440	31253.82921
441	31232.20983
442	31215.7905
443	31041.84387
444	30926.85295
445	30817.50566
446	30619.1809
447	30415.50452
448	30294.55522
449	30166.62055
450	30043.58247
451	29933.54582
452	29886.80071
453	29717.61108
454	29682.40628
455	29502.12476
456	29323.92887
457	29209.56465
458	29027.78238
459	29009.07637
460	28900.90312
461	28717.65767
462	28589.48911
463	28468.72425
464	28376.60559
465	28187.45415
466	28014.1409
467	27865.76448
468	27782.85698
469	27688.97612
470	27516.35658
471	27363.58761
472	27214.49826
473	27158.17815
474	27128.34775
475	27042.28561
476	27022.44877
477	26999.8758
478	26855.46687
479	26693.7048
480	26540.8728
481	26376.19508
482	26324.47667
483	26218.89656
484	26064.47938
485	25994.27876
486	25922.4272
487	25899.18088
488	25771.1885
489	25624.73452
490	25576.99126
491	25444.85616
492	25334.46575
493	25216.73544
494	25107.526
495	24980.55589
496	24864.01496
497	24773.18832
498	24719.68873
499	24692.39012
500	24595.15208
501	24491.08516
502	24397.87045
503	24287.13104
504	24176.30244
505	24076.11971
506	23966.17987
507	23862.70001
508	23753.83743
509	23631.66432
510	23518.57955
511	23417.51652
512	23369.63805
513	23339.40443
514	23248.07516
515	23145.56311
516	23057.95806
517	23018.56935
518	22924.48428
519	22806.82501
520	22726.65823
521	22628.36732
522	22504.26009
523	22426.46883
524	22329.82728
525	22206.50497
526	22116.28508
527	22042.2648
528	21960.5831
529	21862.65
530	21755.68173
531	21662.04241
532	21556.11586
533	21454.96467
534	21385.75078
535	21263.31888
536	21144.24987
537	21066.52258
538	20985.47364
539	20880.12192
540	20855.52611
541	20784.80895
542	20700.44247
543	20609.98182
544	20532.18456
545	20416.6683
546	20378.9989
547	20297.30485
548	20240.80982
549	20123.97196
550	20038.80788
551	20008.38037
552	19931.29455
553	19854.71322
554	19749.82509
555	19653.1946
556	19544.42765
557	19485.42708
558	19376.89948
559	19283.52949
560	19209.73597
561	19087.42369
562	19012.71148
563	18950.20728
564	18847.72856
565	18788.0338
566	18736.20924
567	18708.96618
568	18651.44998
569	18585.39481
570	18497.83092
571	18394.07549
572	18315.28037
573	18239.52827
574	18152.65256
575	18085.09632
576	18007.95994
577	17949.46965
578	17864.67644
579	17795.53902
580	17691.63176
581	17648.57412
582	17567.36468
583	17498.32641
584	17433.74575
585	17359.35781
586	17326.21274
587	17263.46749
588	17203.28689
589	17139.28213
590	17078.3293
591	16986.06894
592	16891.38785
593	16829.24937
594	16765.07223
595	16692.09877
596	16609.9458
597	16540.18654
598	16467.77041
599	16414.6457
600	16360.89173
601	16297.95794
602	16229.00041
603	16135.39091
604	16067.60922
605	15989.78636
606	15915.83477
607	15843.95049
608	15805.16116
609	15742.27871
610	15660.99389
611	15624.55562
612	15551.8512
613	15486.24655
614	15448.58744
615	15372.72937
616	15326.22056
617	15281.02496
618	15217.90375
619	15155.29172
620	15091.34505
621	15031.27491
622	14995.91933
623	14928.57675
624	14873.40898
625	14804.12232
626	14743.96544
627	14707.87683
628	14675.14161
629	14612.32705
630	14550.60304
631	14486.99853
632	14433.1718
633	14386.87336
634	14361.0258
635	14308.90746
636	14249.65713
637	14215.04252
638	14143.55038
639	14111.83426
640	14056.14664
641	13998.21604
642	13941.59479
643	13900.7966
644	13849.64617
645	13785.77578
646	13762.60341
647	13720.71305
648	13659.44905
649	13622.9011
650	13582.76752
651	13542.68016
652	13480.58467
653	13433.33365
654	13384.68591
655	13353.91495
656	13291.53794
657	13250.34138
658	13202.61158
659	13147.78471
660	13097.31724
661	13076.49286
662	13029.7519
663	12984.76752
664	12942.70314
665	12898.16378
666	12863.64301
667	12815.40551
668	12785.41415
669	12765.53939
670	12710.35311
671	12669.93122
672	12620.22117
673	12573.27736
674	12530.60379
675	12469.63379
676	12426.24671
677	12369.80076
678	12359.72236
679	12315.89677
680	12284.2891
681	12238.23489
682	12203.9497
683	12158.70628
684	12108.86044
685	12080.45246
686	12043.92998
687	11996.51921
688	11972.73863
689	11934.50073
690	11906.6904
691	11876.0541
692	11831.65039
693	11791.56643
694	11742.33641
695	11711.68342
696	11676.14963
697	11628.23065
698	11589.56648
699	11554.53155
700	11523.86456
701	11512.01529
702	11483.30749
703	11445.13149
704	11408.61848
705	11391.18625
706	11345.76333
707	11318.7635
708	11284.7299
709	11246.61967
710	11221.56968
711	11174.04385
712	11138.35635
713	11098.63899
714	11056.72301
715	11031.49849
716	10989.89767
717	10956.332
718	10914.61784
719	10874.08139
720	10840.12061
721	10832.96697
722	10786.11275
723	10757.62822
724	10718.24754
725	10681.98817
726	10635.09103
727	10608.01863
728	10601.9292
729	10568.51162
730	10541.62766
731	10513.23424
732	10485.80262
733	10463.44173
734	10459.99606
735	10430.49261
736	10384.90739
737	10376.94538
738	10341.67395
739	10304.47927
740	10264.74564
741	10260.03475
742	10228.55824
743	10190.08836
744	10163.42301
745	10131.45251
746	10097.19461
747	10093.91303
748	10066.81281
749	10045.44565
750	10024.35319
751	9992.388668
752	9963.19243
753	9923.421245
754	9885.4843
755	9851.681359
756	9827.768737
757	9820.622137
758	9783.97253
759	9756.114075
760	9729.928964
761	9726.04656
762	9693.410502
763	9659.386021
764	9641.61806
765	9638.790197
766	9598.654231
767	9576.841685
768	9546.142152
769	9532.914362
770	9505.794313
771	9472.545243
772	9440.96809
773	9429.160704
774	9394.290084
775	9360.664147
776	9358.080695
777	9355.2678
778	9326.119358
779	9295.768861
780	9272.663741
781	9254.405577
782	9220.83251
783	9198.721471
784	9176.912185
785	9155.474065
786	9152.62476
787	9121.366188
788	9091.393843
789	9073.314866
790	9049.282458
791	9012.578681
792	8984.077993
793	8964.388986
794	8957.449132
795	8934.311364
796	8907.198192
797	8882.311701
798	8852.882232
799	8819.573156
800	8793.431243
801	8780.883186
802	8759.926157
803	8736.023424
804	8717.127843
805	8681.537985
806	8665.607171
807	8638.365481
808	8612.908051
809	8594.361622
810	8570.52894
811	8568.125246
812	8534.410448
813	8512.256745
814	8476.800934
815	8463.754295
816	8444.655121
817	8432.048138
818	8400.571737
819	8389.32759
820	8374.043038
821	8330.888616
822	8305.48072
823	8302.677912
824	8297.399003
825	8274.488862
826	8256.376936
827	8252.371759
828	8225.991701
829	8223.373565
830	8194.477476
831	8173.152738
832	8154.238796
833	8138.827681
834	8113.534563
835	8094.873824
836	8063.194623
837	8049.026195
838	8045.053595
839	8042.563886
840	8030.086232
841	8001.810422
842	7973.281937
843	7948.161106
844	7929.334144
845	7906.433634
846	7891.352892
847	7875.626481
848	7855.710175
849	7826.158262
850	7796.864766
851	7778.558284
852	7752.137158
853	7723.699542
854	7703.345897
855	7694.238389
856	7670.117387
857	7654.015755
858	7634.697416
859	7611.296747
860	7588.678098
861	7579.556653
862	7562.379897
863	7538.116425
864	7522.9193
865	7499.623798
866	7496.529792
867	7475.672706
868	7457.346558
869	7439.570052
870	7422.568877
871	7420.384666
872	7404.94334
873	7387.702966
874	7367.791174
875	7348.378707
876	7328.391646
877	7313.673154
878	7310.667708
879	7295.70056
880	7263.817504
881	7249.036861
882	7226.1127
883	7224.070191
884	7220.931767
885	7205.408755
886	7185.754473
887	7164.054622
888	7146.934314
889	7130.076525
890	7114.735272
891	7097.848707
892	7082.215391
893	7058.524777
894	7040.882855
895	7026.324662
896	7024.565834
897	7011.00593
898	7009.3041
899	7007.496712
900	7005.737484
901	6989.971801
902	6982.50353
903	6980.904758
904	6965.686008
905	6947.217707
906	6918.107432
907	6907.410646
908	6886.310882
909	6876.747199
910	6875.389575
911	6874.062042
912	6869.615586
913	6853.585965
914	6835.122831
915	6811.496581
916	6797.561987
917	6780.907878
918	6765.033622
919	6749.679164
920	6727.261886
921	6708.968949
922	6696.727478
923	6690.898519
924	6689.608426
925	6676.451705
926	6675.322122
927	6661.580502
928	6660.360469
929	6643.643563
930	6640.06793
931	6638.875235
932	6622.28145
933	6611.562512
934	6596.962318
935	6573.04276
936	6556.019469
937	6554.916983
938	6538.158032
939	6522.716799
940	6506.694423
941	6491.586941
942	6464.399398
943	6451.149629
944	6450.078009
945	6427.987202
946	6415.592195
947	6395.525611
948	6394.422673
949	6393.387387
950	6374.125007
951	6355.165491
952	6341.190516
953	6339.531048
954	6324.533711
955	6323.716364
956	6322.73609
957	6299.433449
958	6281.608206
959	6259.685472
960	6241.891588
961	6228.223562
962	6207.658499
963	6206.855965
964	6185.891991
965	6165.372342
966	6145.203717
967	6132.072683
968	6116.989484
969	6102.464473
970	6087.825145
971	6070.023597
972	6050.47376
973	6045.955888
974	6022.076825
975	6012.205472
976	6011.365465
977	6009.094227
978	5996.527698
979	5977.232661
980	5976.510163
981	5970.178557
982	5956.913211
983	5940.668472
984	5923.057693
985	5899.948051
986	5887.169281
987	5875.495778
988	5873.008232
989	5858.186891
990	5843.032657
991	5842.162108
992	5831.719192
993	5829.627282
994	5818.519854
995	5806.622517
996	5789.221218
997	5781.249452
998	5775.544935
999	5774.774816
